,State,County,Date,PM2.5,CO,NO2,Ozone,SO2,total_confirmed_cases,Deaths,Recovered,Active
228,Delaware,New Castle,Apr 10,3.930000066757202,,,0.039000000804662704,,751,9,0,0
229,Delaware,New Castle,Apr 11,7.170000076293945,,,0.043800000101327896,,807,19,0,0
230,Delaware,New Castle,Apr 12,8.970000267028809,,,0.04450000077486038,,880,19,0,861
231,Delaware,New Castle,Apr 13,6.070000171661377,,,0.04170000180602074,,919,20,0,899
232,Delaware,New Castle,Apr 14,6.800000190734863,,,0.04320000112056732,,947,20,0,927
233,Delaware,New Castle,Apr 15,7.800000190734863,,,0.04520000144839287,,974,20,0,954
234,Delaware,New Castle,Apr 16,8.5,,,0.0430000014603138,,1003,25,0,978
235,Delaware,New Castle,Apr 17,10.329999923706055,,,0.04399999976158142,,1100,30,0,1070
236,Delaware,New Castle,Apr 18,8.569999694824219,,,0.04149999842047691,,1205,32,0,1173
237,Delaware,New Castle,Apr 19,7.900000095367432,,,0.04879999905824661,,1205,32,0,1173
238,Delaware,New Castle,Apr 20,7.369999885559082,,,0.039799999445676804,,1229,33,0,1196
239,Delaware,New Castle,Apr 21,7.449999809265137,,,0.04399999976158142,,1303,36,0,1267
240,Delaware,New Castle,Apr 22,5.429999828338623,,,0.04569999873638153,,1352,38,0,1314
241,Delaware,New Castle,Apr 23,6.769999980926514,,,0.03830000013113022,,1389,40,0,1349
242,Delaware,New Castle,Apr 24,3.4000000953674316,,,0.02850000001490116,,1486,45,0,1441
243,Delaware,New Castle,Apr 25,6.369999885559082,,,0.04650000110268593,,1504,52,0,1452
244,Delaware,New Castle,Apr 26,4.170000076293945,,,0.03550000116229057,,1599,55,0,1544
245,Delaware,Sussex,Mar 23,4.599999904632568,,,0.03999999910593033,,18,0,0,0
246,Delaware,Sussex,Mar 24,8.199999809265137,,,0.03799999877810478,,23,0,0,0
247,Delaware,Sussex,Mar 25,5.199999809265137,,,0.0430000014603138,,26,0,0,0
248,Delaware,Sussex,Mar 26,8.699999809265137,,,0.04349999874830246,,27,1,0,0
249,Delaware,Sussex,Mar 27,10.399999618530273,,,0.04100000113248825,,37,1,0,0
250,Delaware,Sussex,Mar 28,8.0,,,0.04500000178813934,,59,1,0,0
251,Delaware,Sussex,Mar 29,8.699999809265137,,,0.03150000050663948,,66,1,0,0
252,Delaware,Sussex,Mar 30,6.5,,,0.03849999979138374,,81,1,0,0
253,Delaware,Sussex,Mar 31,6.599999904632568,,,0.04399999976158142,,88,2,0,0
254,Delaware,Sussex,Apr 1,6.900000095367432,,,0.04450000077486038,,101,3,0,0
255,Delaware,Sussex,Apr 2,4.0,,,0.04650000110268593,,105,3,0,0
256,Delaware,Sussex,Apr 3,3.0,,,0.04100000113248825,,117,3,0,0
257,Delaware,Sussex,Apr 4,3.700000047683716,,,0.03750000149011612,,125,3,0,0
258,Delaware,Sussex,Apr 5,5.199999809265137,,,0.03750000149011612,,151,3,0,0
259,Delaware,Sussex,Apr 6,7.199999809265137,,,0.04450000077486038,,159,3,0,0
260,Delaware,Sussex,Apr 7,13.300000190734863,,,0.04399999976158142,,210,3,0,0
261,Delaware,Sussex,Apr 8,8.100000381469727,,,0.051500000059604645,,279,3,0,0
262,Delaware,Sussex,Apr 9,7.5,,,0.04800000041723251,,294,3,0,0
263,Delaware,Sussex,Apr 10,4.099999904632568,,,0.04149999842047691,,336,3,0,0
264,Delaware,Sussex,Apr 11,6.699999809265137,,,0.04650000110268593,,404,10,0,0
265,Delaware,Sussex,Apr 12,7.300000190734863,,,0.05000000074505806,,464,10,0,454
266,Delaware,Sussex,Apr 13,6.5,,,0.04450000077486038,,551,15,0,536
267,Delaware,Sussex,Apr 14,6.400000095367432,,,0.04399999976158142,,639,16,0,623
268,Delaware,Sussex,Apr 15,8.0,,,0.04600000008940697,,678,16,0,662
269,Delaware,Sussex,Apr 16,8.399999618530273,,,0.04800000041723251,,698,18,0,680
270,Delaware,Sussex,Apr 17,9.5,,,0.0494999997317791,,811,22,0,789
271,Delaware,Sussex,Apr 18,7.900000095367432,,,0.04149999842047691,,886,25,0,861
272,Delaware,Sussex,Apr 19,7.5,,,0.04749999940395355,,886,25,0,861
273,Delaware,Sussex,Apr 20,9.699999809265137,,,0.04050000011920929,,1055,26,0,1029
274,Delaware,Sussex,Apr 21,7.5,,,0.0430000014603138,,1139,32,0,1107
275,Delaware,Sussex,Apr 22,5.5,,,0.04749999940395355,,1317,36,0,1281
276,Delaware,Sussex,Apr 23,7.699999809265137,,,0.04050000011920929,,1377,37,0,1340
277,Delaware,Sussex,Apr 24,5.199999809265137,,,0.03500000014901161,,1394,40,0,1354
278,Delaware,Sussex,Apr 25,7.400000095367432,,,0.04800000041723251,,1490,42,0,1448
279,Delaware,Sussex,Apr 26,7.300000190734863,,,0.04050000011920929,,1801,43,0,1758
280,Massachusetts,Berkshire,Mar 23,5.449999809265137,,,0.03999999910593033,,26,0,0,0
281,Massachusetts,Berkshire,Mar 24,6.349999904632568,,,0.03999999910593033,,37,0,0,0
282,Massachusetts,Berkshire,Mar 25,7.949999809265137,,,0.039000000804662704,,71,0,0,0
283,Massachusetts,Berkshire,Mar 26,8.699999809265137,,,0.04699999839067459,,73,0,0,0
284,Massachusetts,Berkshire,Mar 27,6.75,,,0.04100000113248825,,105,2,0,0
285,Massachusetts,Berkshire,Mar 28,8.600000381469727,,,0.04100000113248825,,119,2,0,0
286,Massachusetts,Berkshire,Mar 29,2.450000047683716,,,0.04500000178813934,,151,3,0,0
287,Massachusetts,Berkshire,Mar 30,3.4000000953674316,,,0.03999999910593033,,162,3,0,0
288,Massachusetts,Berkshire,Mar 31,4.300000190734863,,,0.03999999910593033,,171,4,0,0
289,Massachusetts,Berkshire,Apr 1,5.400000095367432,,,0.04600000008940697,,183,4,0,0
290,Massachusetts,Berkshire,Apr 2,2.75,,,0.039000000804662704,,213,5,0,0
291,Massachusetts,Berkshire,Apr 3,2.75,,,0.03799999877810478,,240,5,0,0
292,Massachusetts,Berkshire,Apr 4,4.5,,,0.04100000113248825,,253,8,0,0
293,Massachusetts,Berkshire,Apr 5,5.75,,,0.035999998450279236,,258,11,0,0
